ownership_id,asset_type,asset_id,person_id,valid_from,valid_to
OWN03139,vehicle,V00628,P00593,2020-04-22,
OWN03140,vehicle,V00614,P01242,2018-12-04,
OWN03141,vehicle,V00117,P00162,2023-09-10,
OWN03142,phone,PH01559,P00794,2018-09-25,
OWN03143,phone,PH00417,P01519,2025-03-01,
OWN03144,vehicle,V00736,P01839,2022-05-18,
OWN03145,bank_account,A01802,P01891,2023-11-29,
OWN03146,phone,PH02342,P01187,2020-10-21,
OWN03147,vehicle,V00115,P01291,2020-04-01,
OWN03148,vehicle,V00185,P00858,2020-02-06,
OWN03149,phone,PH00473,P01629,2024-08-01,
OWN03150,bank_account,A00892,P00492,2022-03-12,
OWN03151,phone,PH02272,P00186,2025-04-10,
OWN03152,bank_account,A00786,P00081,2019-04-05,
OWN03153,vehicle,V00407,P01540,2021-08-14,
OWN03154,vehicle,V00137,P00542,2024-02-13,
OWN03155,vehicle,V00516,P00366,2021-01-21,
OWN03156,phone,PH00057,P00993,2021-10-14,
OWN03157,vehicle,V00743,P00626,2024-04-08,
OWN03158,vehicle,V00048,P00195,2018-10-24,
OWN03159,bank_account,A01121,P01909,2024-01-14,
OWN03160,phone,PH01644,P00387,2021-08-07,
OWN03161,bank_account,A01040,P00430,2024-11-22,
OWN03162,vehicle,V00749,P01476,2025-09-26,
OWN03163,vehicle,V00584,P01450,2018-02-07,
OWN03164,phone,PH01123,P00806,2023-05-13,
OWN03165,vehicle,V00410,P00934,2021-07-26,
OWN03166,bank_account,A01144,P00047,2023-05-04,
OWN03167,vehicle,V00048,P00195,2019-01-27,
OWN03168,bank_account,A01877,P00866,2018-08-23,
OWN03169,bank_account,A02074,P00663,2022-11-17,
OWN03170,phone,PH01023,P01192,2019-01-23,
OWN03171,bank_account,A01067,P00293,2021-09-26,
OWN03172,bank_account,A00515,P00859,2020-01-18,
OWN03173,vehicle,V00169,P01687,2025-10-20,
OWN03174,bank_account,A01053,P01085,2022-06-19,
OWN03175,bank_account,A00191,P01729,2022-01-24,
OWN03176,bank_account,A00392,P00406,2023-03-17,
OWN03177,bank_account,A01649,P00698,2019-12-08,
OWN03178,phone,PH01245,P00274,2019-03-22,
OWN03179,bank_account,A00259,P00641,2022-07-05,
OWN03180,vehicle,V00077,P00957,2021-04-25,
OWN03181,bank_account,A01578,P00039,2019-04-27,
OWN03182,phone,PH00613,P01859,2020-07-27,
OWN03183,phone,PH02331,P00860,2018-06-14,
OWN03184,bank_account,A02139,P00007,2018-12-27,
OWN03185,vehicle,V00621,P01933,2023-09-16,
OWN03186,vehicle,V00662,P01468,2019-08-06,
OWN03187,phone,PH01099,P00898,2025-11-03,
OWN03188,bank_account,A00770,P00713,2023-10-31,
OWN03189,phone,PH02497,P00711,2018-09-18,
OWN03190,vehicle,V00606,P00209,2025-05-14,
OWN03191,vehicle,V00191,P00502,2022-11-14,
OWN03192,vehicle,V00560,P00916,2023-01-24,
OWN03193,vehicle,V00366,P00542,2022-03-19,
OWN03194,phone,PH02407,P00578,2023-04-14,
OWN03195,bank_account,A01813,P00017,2019-06-09,
OWN03196,bank_account,A01659,P01541,2018-02-21,
OWN03197,vehicle,V00111,P01272,2022-05-28,
OWN03198,vehicle,V00839,P01781,2024-05-13,
OWN03199,phone,PH02442,P01517,2024-11-08,
OWN03200,vehicle,V00352,P00525,2019-02-25,
